title,price,detail
삼성전자 삼성 NT560XDA-XC58,"1,488,900원","['화면크기 : 15인치(37~39cm)', '종류 : 코어i5 11세대', '운영체제 : 미포함(FreeDos)', 'CPU : 코어i5-1135G7', '코어종류 : 쿼드코어', '코드명 : 타이거레이크', 'CPU속도 : 2.4GHz', '터보부스트 : 4.2GHz', '램 : 8GB', '메모리 타입 : DDR4', '패널 : 광시야각', 'SSD : 248GB', 'SSD 인터페이스 : M.2', '품목 : 노트북']"
삼성전자 갤럭시북 플렉스 NT950QCG-X716,"2,006,900원","['화면크기 : 15인치(37~39cm)', '무게 : 1.57kgkg', '종류 : 코어i7 10세대', '운영체제 : 윈도우10 홈', 'CPU : 코어i7-1065G7', '칩셋 제조사 : 인텔', '코어종류 : 쿼드코어', '코드명 : 아이스레이크', 'CPU속도 : 1.3GHz', '터보부스트 : 3.9GHz', '램 : 16GB', '메모리 타입 : LPDDR4x', 'NVIDIA GPU : 지포스MX250', '인텔 GPU : Iris Plus', '그래픽 메모리 : 2GB', '해상도 : 1920x1080(FHD)', '패널 : 광시야각', '화면비율 : 16대9', '베젤 : 슬림베젤', '화면펼침 : 360˚', '밝기 : 슈퍼브라이트(600nit)', '터치 : 터치화면', '무선랜 : 무선랜 802.11 ax(Wi-Fi6)', '블루투스 : 블루투스5.0', '영상출력 : 썬더볼트3', '단자 : USB Type C', 'USB3.1', '부가기능 : 키보드라이트', 'S펜', '무선 배터리 공유', 'SSD : 512GB', 'SSD 인터페이스 : NVMe', '배터리용량 : 69Wh', '웹카메라 : 전면', '품목 : 노트북', '두께 : 1.49cmcm', '색상 : 블루', '입력장치 : 숫자키패드', '보안기능 : 지문인식']"
디클 클릭북 프로 K50-710 윈도우10,"1,099,000원","['화면크기 : 15인치(37~39cm)', '무게 : 2.3kg', '종류 : 코어i7 10세대', '운영체제 : 윈도우10', 'CPU : 코어i7-10700', '칩셋 제조사 : 인텔', '코어종류 : 옥타코어', '코드명 : 코멧레이크', 'CPU속도 : 2.9GHz', '터보부스트 : 4.8GHz', '램 : 8GB', '메모리 타입 : DDR4', 'NVIDIA GPU : 지포스 MX350', '인텔 GPU : UHD Graphics 630', '그래픽 메모리 : 2GB', '해상도 : 1920x1080(FHD)', '패널 : IPS패널(광시야각)', '베젤 : 슬림베젤', 'bit유형 : 64', '무선랜 : 무선랜 802.11 ax(Wi-Fi6)', '블루투스 : 블루투스5.1', '유선랜 : 유선랜', '영상출력 : HDMI', '단자 : USB Type C', 'USB3.0', 'USB2.0', '카드 슬롯 : SD카드', '부가기능 : 웹캠', '키보드라이트(RGB)', 'SSD : 256GB', 'SSD 인터페이스 : M.2', '배터리 타입 : 리튬이온', '배터리용량 : 41Wh', '배터리cell수 : 4cell', '웹카메라 : 전면(100만)', '품목 : 노트북', '두께 : 2.98cm']"
디클 클릭북 프로 K50-G10 윈도우10,"659,000원","['화면크기 : 15인치(37~39cm)', '무게 : 2.3kg', '종류 : 펜티엄 골드', '운영체제 : 윈도우10', 'CPU : 펜티엄-G6400', '칩셋 제조사 : 인텔', '코어종류 : 듀얼코어', '코드명 : 코멧레이크', 'CPU속도 : 4.0GHz', '램 : 4GB', '메모리 타입 : DDR4', 'NVIDIA GPU : 지포스 MX350', '인텔 GPU : UHD610', '그래픽 메모리 : 2GB', '해상도 : 1920x1080(FHD)', '패널 : IPS패널(광시야각)', '베젤 : 슬림베젤', 'bit유형 : 64', '무선랜 : 무선랜 802.11 ax(Wi-Fi6)', '블루투스 : 블루투스5.1', '유선랜 : 유선랜', '영상출력 : HDMI', '단자 : USB Type C', 'USB3.0', 'USB2.0', '카드 슬롯 : SD카드', '부가기능 : 웹캠', '키보드라이트(RGB)', 'SSD : 128GB', 'SSD 인터페이스 : M.2', '배터리 타입 : 리튬이온', '배터리용량 : 41Wh', '배터리cell수 : 4cell', '웹카메라 : 전면(100만)', '품목 : 노트북', '두께 : 2.98cm']"
디클 클릭북 프로 K50-310 윈도우10,"769,000원","['화면크기 : 15인치(37~39cm)', '무게 : 2.3kg', '종류 : 코어i3 10세대', '운영체제 : 윈도우10', 'CPU : 코어i3-10100', '칩셋 제조사 : 인텔', '코어종류 : 헥사코어', '코드명 : 코멧레이크', 'CPU속도 : 3.6GHz', '터보부스트 : 4.3GHz', '램 : 4GB', '메모리 타입 : DDR4', 'NVIDIA GPU : 지포스 MX350', '인텔 GPU : UHD Graphics 630', '그래픽 메모리 : 2GB', '해상도 : 1920x1080(FHD)', '패널 : IPS패널(광시야각)', '베젤 : 슬림베젤', 'bit유형 : 64', '무선랜 : 무선랜 802.11 ax(Wi-Fi6)', '블루투스 : 블루투스5.1', '유선랜 : 유선랜', '영상출력 : HDMI', '단자 : USB Type C', 'USB3.0', 'USB2.0', '카드 슬롯 : SD카드', '부가기능 : 웹캠', '키보드라이트(RGB)', 'SSD : 128GB', 'SSD 인터페이스 : M.2', '배터리 타입 : 리튬이온', '배터리용량 : 41Wh', '배터리cell수 : 4cell', '웹카메라 : 전면(100만)', '품목 : 노트북', '두께 : 2.98cm']"
HP 15s-fq1008TU,"1,054,670원","['화면크기 : 15인치(37~39cm)', '무게 : 1.69kg', '종류 : 코어i5 10세대', '운영체제 : 윈도우10', 'CPU : 코어i5-1035G1', '칩셋 제조사 : 인텔', '코어종류 : 쿼드코어', '코드명 : 아이스레이크', 'CPU속도 : 1.0GHz', '터보부스트 : 3.6GHz', '램 : 4GB', '메모리 타입 : DDR4', '인텔 GPU : 인텔HD', '그래픽 메모리 : 시스템 메모리 공유', '해상도 : 1920x1080(FHD)', '패널 : IPS패널(광시야각)', '화면비율 : 16대9', '베젤 : 슬림베젤', '특징 : 학습,사무용', 'bit유형 : 64', '패널코팅 : 안티글레어', '무선랜 : 무선랜 802.11 ac(Wi-Fi5)', '블루투스 : 블루투스5.0', '유선랜 : 유선랜있음', '영상출력 : HDMI', '단자 : USB Type C', 'USB3.1', '카드 슬롯 : SD카드', 'SSD : 256GB', 'SSD 인터페이스 : NVMe', '사용시간 : 최대12시간', '웹카메라 : 전면', '무상AS : 1년', '품목 : 노트북', '두께 : 1.79cm', '조명 : LED백라이트', '색상 : 실버', '입력장치 : 독립형키보드', '숫자키패드']"
ASUS ROG STRIX G G531GT-AL106 / SSD 1TB 교체 / WIN10,"1,699,000원","['화면크기 : 15인치(37~39cm)', '무게 : 2.4kg', '종류 : 코어i5 9세대', '운영체제 : 윈도우10 프로', 'CPU : 코어i5-9300H', '칩셋 제조사 : 인텔', '코어종류 : 쿼드코어', '코드명 : 커피레이크-R(9세대)', 'CPU속도 : 2.4GHz', '터보부스트 : 4.1GHz', '램 : 8GB', '메모리 타입 : DDR4', 'NVIDIA GPU : 지포스GTX1650', '인텔 GPU : UHD630', '그래픽 메모리 : 4GB', '해상도 : 1920x1080(FHD)', '패널 : 광시야각', '주사율 : 120Hz', '화면비율 : 16대9', '밝기 : 250nit', '특징 : 게이밍(게임용)', 'bit유형 : 64bit', '패널코팅 : 안티글레어', '무선랜 : 무선랜 802.11 ac(Wi-Fi5)', '블루투스 : 블루투스5.0', '유선랜 : 유선랜(1Gbps)', '영상출력 : HDMI', 'HDMI(2.0)', '단자 : USB3.1', '부가기능 : 키보드라이트', 'SSD : 1024GB', 'SSD 인터페이스 : NVMe', 'HDD 용량 : 1TB', 'ODD : 광Drive없음', '배터리 타입 : 리튬이온', '배터리용량 : 48Wh', '배터리cell수 : 3cell', '웹카메라 : 전면', '품목 : 노트북', '두께 : 2.58cm', '조명 : LED백라이트', '색상 : 블랙']"
디클 클릭북 프로 K50-710 프리도스,"979,000원","['화면크기 : 15인치(37~39cm)', '무게 : 2.3kg', '종류 : 코어i7 10세대', '운영체제 : 미포함(FreeDos)', 'CPU : 코어i7-10700', '칩셋 제조사 : 인텔', '코어종류 : 옥타코어', '코드명 : 코멧레이크', 'CPU속도 : 2.9GHz', '터보부스트 : 4.8GHz', '램 : 8GB', '메모리 타입 : DDR4', 'NVIDIA GPU : 지포스 MX350', '인텔 GPU : UHD Graphics 630', '그래픽 메모리 : 2GB', '해상도 : 1920x1080(FHD)', '패널 : IPS패널(광시야각)', '베젤 : 슬림베젤', '무선랜 : 무선랜 802.11 ax(Wi-Fi6)', '블루투스 : 블루투스5.1', '유선랜 : 유선랜', '영상출력 : HDMI', '단자 : USB Type C', 'USB3.0', 'USB2.0', '카드 슬롯 : SD카드', '부가기능 : 웹캠', '키보드라이트(RGB)', 'SSD : 256GB', 'SSD 인터페이스 : M.2', '배터리 타입 : 리튬이온', '배터리용량 : 41Wh', '배터리cell수 : 4cell', '웹카메라 : 전면(100만)', '품목 : 노트북', '두께 : 2.98cm']"
HP 파빌리온 15-eg0500TU,"919,000원","['화면크기 : 15인치(37~39cm)', '종류 : 코어i5 11세대', '운영체제 : 윈도우10', 'CPU : 코어i5-1135G7', '칩셋 제조사 : 인텔', '램 : 8GB', '메모리 타입 : DDR4', '인텔 GPU : Iris Xe Graphics', '해상도 : 1920x1080(FHD)', '화면비율 : 16대9', 'SSD : 256GB', 'SSD 인터페이스 : M.2', '품목 : 노트북']"
한성컴퓨터 BossMonster EX7089S,"3,499,000원","['화면크기 : 17인치(43~44cm)', '무게 : 4.6kg', '종류 : 코어i9 10세대', '운영체제 : 미포함(FreeDos)', 'CPU : 코어i9-10900K', '칩셋 제조사 : 인텔', 'CPU속도 : 3.7GHz', '터보부스트 : 5.3GHz', '램 : 32GB', '메모리 타입 : DDR4', 'NVIDIA GPU : 지포스 RTX2080 Super', '그래픽 메모리 : 8GB', '해상도 : 1920x1080(FHD)', '패널 : IPS패널(광시야각)', '주사율 : 144Hz', '화면비율 : 16대9', '무선랜 : 무선랜 802.11 ax(Wi-Fi6)', '블루투스 : 블루투스5.1', '영상출력 : 썬더볼트3', 'miniDisplayPort', 'HDMI(2.0)', '단자 : USB Type C', 'USB3.0', '부가기능 : 웹캠', '키보드라이트(RGB)', 'SSD : 1TB', 'SSD 인터페이스 : M.2', '배터리용량 : 97Wh', '웹카메라 : 전면', '품목 : 노트북', '두께 : 4.5cm', '보안기능 : 지문인식']"
가성비노트북 대여 삼성 갤럭시북 플러스 온라인 인터넷강의 사무용,"29,000원","['화면크기 : 15인치(37~39cm)', '무게 : 1.19kg', '종류 : 코어i3 10세대', '운영체제 : 미포함(FreeDos)', 'CPU : 셀러론-5205U', '칩셋 제조사 : 인텔', '코어종류 : 듀얼코어', '코드명 : 코멧레이크', 'CPU속도 : 2.1GHz', '터보부스트 : 4.1GHz', '램 : 4GB', '메모리 타입 : DDR4', '인텔 GPU : 인텔UHD', '해상도 : 1920x1080(FHD)', '화면비율 : 16대9', '베젤 : 슬림베젤', '디스플레이 종류 : QLED', '화면펼침 : 180˚', '밝기 : 슈퍼브라이트(600nit)', '패널코팅 : 안티글레어', '무선랜 : 무선랜 802.11 ax(Wi-Fi6)', '블루투스 : 블루투스5.0', '영상출력 : HDMI', '썬더볼트3', '단자 : USB Type C', 'USB3.1', '부가기능 : 키보드라이트', 'SSD : 256GB', 'SSD 인터페이스 : NVMe', '배터리용량 : 69Wh', '웹카메라 : 전면', '품목 : 노트북', '두께 : 1.49cm', '조명 : LED백라이트', '색상 : 실버']"
LG전자 올뉴그램 15Z980-GA56K,"1,482,010원","['화면크기 : 15인치(37~39cm)', '무게 : 1.09kg', '종류 : 코어i5 8세대', '운영체제 : 윈도우10 홈', 'CPU : 코어i5-8250U', '칩셋 제조사 : 인텔', '코어종류 : 쿼드코어', '코드명 : 카비레이크-R(8세대)', 'CPU속도 : 1.6GHz', '터보부스트 : 3.4GHz', '램 : 8GB', '메모리 타입 : DDR4', '인텔 GPU : UHD620', '그래픽 메모리 : 시스템 메모리 공유', '해상도 : 1920x1080(FHD)', '패널 : IPS패널(광시야각)', '화면비율 : 16대9', '특징 : 울트라북', '가벼운노트북', '학습,사무용', '휴대용', 'bit유형 : 64', '무선랜 : 무선랜 802.11 ac(Wi-Fi5)', '블루투스 : 지원', '유선랜 : 유선랜(기가비트)', '영상출력 : HDMI', '단자 : USB Type C', 'USB3.0', '부가기능 : 키보드라이트', '웹캠', 'Reader모드', '키보드라이트(자동밝기조절)', 'SSD : 512GB', 'SSD 인터페이스 : M.2', 'ODD : 광Drive없음', '배터리 타입 : 리튬폴리머', '배터리용량 : 72Wh', '저전력 : O', '사운드 : DTS Headphone X', '품목 : 노트북', '두께 : 1.68cm', '조명 : LED백라이트', '색상 : 화이트', '입력장치 : 독립형키보드', '숫자키패드', '보안기능 : 지문인식']"
포유디지탈 아이뮤즈 스톰북15프로_윈도우10,"611,890원","['화면크기 : 15인치(37~39cm)', '무게 : 1.6kg', '종류 : 코어M', '운영체제 : 윈도우10 홈', 'CPU : 코어M3-6Y30', '칩셋 제조사 : 인텔', 'CPU속도 : 1.2GHz', '터보부스트 : 2.2GHz', '램 : 8GB', '메모리 타입 : LPDDR3', '인텔 GPU : HD515', '그래픽 메모리 : 시스템 메모리 공유', '해상도 : 1920x1080(FHD)', 'bit유형 : 64', '블루투스 : 블루투스 4.2', '영상출력 : HDMI(2.0)', '단자 : USB Type C', 'USB3.0', '부가기능 : 웹캠', '웹카메라 : 전면', '품목 : 노트북', '두께 : 13.5mm', '보안기능 : 지문인식']"
DELL 인스피론 DN7300-WH04KR,"1,449,000원","['화면크기 : 13인치(32~35cm)', '무게 : 1.015kg', '종류 : 코어i7 11세대', '운영체제 : 윈도우10 홈', 'CPU : 코어i7-1165G7', '칩셋 제조사 : 인텔', '코어종류 : 쿼드코어', '터보부스트 : 4.7GHz', '램 : 8GB', '메모리 타입 : LPDDR4x', 'NVIDIA GPU : 지포스 MX350', '그래픽 메모리 : 2GB', '해상도 : 1920x1080(FHD)', '패널 : IPS패널(광시야각)', 'sRGB : 100%', '밝기 : 슈퍼브라이트(300nit)', '특징 : 가벼운노트북', '무선랜 : 무선랜 802.11 ax(Wi-Fi6)', '블루투스 : 블루투스5.1', '영상출력 : HDMI(2.0)', '썬더볼트4', '단자 : USB3.0', '카드 슬롯 : MicroSD카드', '부가기능 : 웹캠', 'SSD : 512GB', 'SSD 인터페이스 : M.2', '배터리용량 : 53Wh', '배터리cell수 : 4cell', '웹카메라 : 전면', '무상AS : 1년', '품목 : 노트북', '두께 : 1.65cm', '보안기능 : 지문인식']"
레노버 싱크패드 X1 Extreme G2-20QVS02C00,"1,998,990원","['화면크기 : 15인치(37~39cm)', '무게 : 1.7kg', '종류 : 코어i5 9세대', 'CPU : 코어i5-9300H', '칩셋 제조사 : 인텔', '코어종류 : 쿼드코어', '코드명 : 커피레이크-R(9세대)', 'CPU속도 : 2.4GHz', '터보부스트 : 4.1GHz', '램 : 8GB', '메모리 타입 : DDR4', 'NVIDIA GPU : 지포스GTX1650', '인텔 GPU : UHD630', '그래픽 메모리 : 4GB', '해상도 : 1920x1080(FHD)', '패널 : IPS패널(광시야각)', '화면비율 : 16대9', '밝기 : 슈퍼브라이트(300nit)', 'bit유형 : 64', '무선랜 : 무선랜 802.11 ax(Wi-Fi6)', '블루투스 : 블루투스5.0', '영상출력 : HDMI', '썬더볼트3', '단자 : USB Type C', 'USB3.0', '부가기능 : 키보드라이트', 'SSD : 256GB', 'SSD 인터페이스 : NVMe', '사용시간 : 최대14시간', '품목 : 노트북', '두께 : 1.84cm', '색상 : 블랙', '보안기능 : 지문인식']"
LG전자 그램16 16ZD90P-GX7LK,"1,949,000원","['화면크기 : 16인치(40~42cm)', '무게 : 1.19kg', '종류 : 코어i7 11세대', '운영체제 : 미포함(FreeDos)', 'CPU : 코어i7-1165G7', '칩셋 제조사 : 인텔', '코어종류 : 쿼드코어', '코드명 : 타이거레이크', 'CPU속도 : 2.8GHz', '터보부스트 : 4.7GHz', '램 : 16GB', '메모리 타입 : LPDDR4x', '인텔 GPU : Iris Xe Graphics', '그래픽 메모리 : 시스템 메모리 공유', '해상도 : 2560x1600(WQXGA)', '패널 : IPS패널(광시야각)', '화면비율 : 16대10', '베젤 : 슬림베젤', '무선랜 : 무선랜 802.11 ax(Wi-Fi6)', '블루투스 : 지원', '유선랜 : 유선랜있음', '영상출력 : HDMI', '썬더볼트4', '단자 : USB Type C', 'USB3.1', '카드 슬롯 : UFS', '부가기능 : 키보드라이트', '웹캠', 'MIL-STD', 'USB-PD', 'SSD : 256GB', 'SSD 인터페이스 : NVMe', '배터리 타입 : 리튬이온', '배터리용량 : 80Wh', '웹카메라 : 전면', '사운드 : DTS: X Ultra', '품목 : 노트북', '두께 : 1.68cm', 'DCI-P3 : 99%', '입력장치 : 숫자키패드', '보안기능 : 지문인식']"
삼성전자 갤럭시북 플렉스 알파 NT730QCR-A716A,"1,548,000원","['화면크기 : 13인치(32~35cm)', '무게 : 1.19kg', '종류 : 코어i7 10세대', '운영체제 : 미포함(FreeDos)', 'CPU : 코어i7-10510U', '칩셋 제조사 : 인텔', '코어종류 : 쿼드코어', '코드명 : 코멧레이크', 'CPU속도 : 1.8GHz', '터보부스트 : 4.9GHz', '램 : 16GB', '메모리 타입 : DDR4', '인텔 GPU : 인텔UHD', '그래픽 메모리 : 시스템 메모리 공유', '해상도 : 1920x1080(FHD)', '패널 : 광시야각', '디스플레이 특징 : 터치스크린', '자동 밝기 조절', 'LCD 회전', '베젤 : 슬림베젤', '디스플레이 종류 : QLED', '무선랜 : 무선랜 802.11 ax(Wi-Fi6)', '블루투스 : 블루투스5.0', '영상출력 : HDMI', '단자 : USB Type C', 'USB3.0', '부가기능 : 키보드라이트', '웹캠', 'S펜', 'SSD : 256GB', '품목 : 노트북', '두께 : 13.9mm']"
DELL DN7300-WH06KR,"1,628,990원","['화면크기 : 13인치(32~35cm)', '무게 : 1.015kg', '종류 : 코어i7 11세대', '운영체제 : 윈도우10 홈', 'CPU : 코어i7-1165G7', '칩셋 제조사 : 인텔', '코어종류 : 쿼드코어', '터보부스트 : 4.7GHz', '램 : 16GB', '메모리 타입 : LPDDR4x', 'NVIDIA GPU : 지포스 MX350', '그래픽 메모리 : 2GB', '해상도 : 1920x1080(FHD)', '패널 : IPS패널(광시야각)', 'sRGB : 100%', '밝기 : 슈퍼브라이트(300nit)', '특징 : 가벼운노트북', '무선랜 : 무선랜 802.11 ax(Wi-Fi6)', '블루투스 : 블루투스5.1', '영상출력 : HDMI(2.0)', '썬더볼트4', '단자 : USB3.0', '카드 슬롯 : MicroSD카드', '부가기능 : 웹캠', 'SSD : 512GB', 'SSD 인터페이스 : M.2', '배터리용량 : 53Wh', '배터리cell수 : 4cell', '웹카메라 : 전면', '무상AS : 1년', '품목 : 노트북', '두께 : 1.65cm', '보안기능 : 지문인식']"
DELL 인스피론 DN7300-WH03KR,"1,329,000원","['화면크기 : 13인치(32~35cm)', '무게 : 1.015kg', '종류 : 코어i5 11세대', '운영체제 : 윈도우10 홈', 'CPU : 코어i5-1135G7', '칩셋 제조사 : 인텔', '코어종류 : 쿼드코어', '터보부스트 : 4.2GHz', '램 : 8GB', '메모리 타입 : LPDDR4x', 'NVIDIA GPU : 지포스 MX350', '그래픽 메모리 : 2GB', '해상도 : 1920x1080(FHD)', '패널 : IPS패널(광시야각)', 'sRGB : 100%', '밝기 : 슈퍼브라이트(300nit)', '특징 : 가벼운노트북', '무선랜 : 무선랜 802.11 ax(Wi-Fi6)', '블루투스 : 블루투스5.1', '영상출력 : HDMI(2.0)', '썬더볼트4', '단자 : USB3.0', '카드 슬롯 : MicroSD카드', '부가기능 : 웹캠', 'SSD : 512GB', 'SSD 인터페이스 : M.2', '배터리용량 : 53Wh', '배터리cell수 : 4cell', '웹카메라 : 전면', '무상AS : 1년', '품목 : 노트북', '두께 : 1.65cm', '보안기능 : 지문인식']"
레노버 싱크패드 X1 카본 8세대 20U9000QKR,"1,727,560원","['화면크기 : 14인치(35~36cm)', '무게 : 1.09kg', '종류 : 코어i5 10세대', '운영체제 : 윈도우10 홈', 'CPU : 코어i5-10210U', '칩셋 제조사 : 인텔', '코어종류 : 쿼드코어', '코드명 : 코멧레이크', 'CPU속도 : 1.6GHz', '터보부스트 : 4.2GHz', '램 : 16GB', '메모리 타입 : LPDDR3', '인텔 GPU : 인텔UHD', '그래픽 메모리 : 시스템 메모리 공유', '해상도 : 1920x1080(FHD)', '화면비율 : 16대9', '화면펼침 : 180˚', '밝기 : 슈퍼브라이트(400nit)', '특징 : 가벼운노트북', 'bit유형 : 64', '패널코팅 : 안티글레어', '무선랜 : 무선랜 802.11 ax(Wi-Fi6)', '블루투스 : 블루투스5.0', '영상출력 : HDMI', '썬더볼트3', '단자 : USB Type C', 'USB3.0', '부가기능 : 키보드라이트', '웹캠', '고속충전', 'SSD : 256GB', 'SSD 인터페이스 : NVMePCIe', '사용시간 : 최대18시간', '무상AS : 3년', '품목 : 노트북', '두께 : 14.9mmmm', '보안기능 : 지문인식']"
ASUS 게이밍노트북 TUF FX505DT 라이젠7 RAM 16GB 윈도우10 Pro [예약판매],"1,249,000원","['화면크기 : 15인치(37~39cm)', '무게 : 2.2kg', '종류 : 라이젠7-2세대', '운영체제 : 윈도우10 프로', 'CPU : 라이젠7-3750H', '칩셋 제조사 : AMD', '코어종류 : 쿼드코어', '코드명 : 피카소', 'CPU속도 : 2.3GHz', '터보부스트 : 3.7GHz', '터보코어 : 3.7GHz', '램 : 16GB', '메모리 타입 : DDR4', 'NVIDIA GPU : 지포스GTX1650', 'AMD GPU : 라데온 Vega 8', '그래픽 메모리 : 4GB', '해상도 : 1920x1080(FHD)', '패널 : 광시야각', '주사율 : 144Hz', '화면비율 : 16대9', '베젤 : 슬림베젤', '밝기 : 250nit', '특징 : 게이밍(게임용)', '그래픽작업용', 'bit유형 : 64bit', '패널코팅 : 안티글레어', '무선랜 : 무선랜 802.11 ac(Wi-Fi5)', '블루투스 : 블루투스5.0', '유선랜 : 유선랜(1Gbps)', '영상출력 : HDMI', '단자 : USB2.0', 'USB3.1', '부가기능 : 키보드라이트', '웹캠', 'MIL-STD', 'SSD : 512GB', 'SSD 인터페이스 : NVMe', '배터리 타입 : 리튬이온', '배터리용량 : 48Wh', '배터리cell수 : 3cell', '웹카메라 : 전면', '사운드 : DTS Headphone X', '무상AS : 1년', '품목 : 노트북', '두께 : 2.6cm', '조명 : LED백라이트', '색상 : 건메탈']"
Apple 맥북 프로 2020년형 M1 CTO 512GB,"2,185,400원","['화면크기 : 13인치(32~35cm)', '무게 : 1.4kg', '운영체제 : macOS Big Sur', 'CPU : M1', '칩셋 제조사 : 애플', '코어종류 : 옥타코어', '코드명 : 파이어스톰', '램 : 16GB', '해상도 : 2560x1600(WQXGA)', '패널 : IPS패널(광시야각)', '밝기 : 슈퍼브라이트(500nit)', '무선랜 : 무선랜 802.11 ax(Wi-Fi6)', '블루투스 : 블루투스5.0', '영상출력 : 썬더볼트3', 'DisplayPort', '썬더볼트', '단자 : USB Type C', 'USB3.1', '부가기능 : 키보드라이트', '웹캠', 'SSD : 512GB', '배터리 타입 : 리튬폴리머', '배터리용량 : 58.2Wh', '충전단자 : Type C', '사용시간 : 최대20시간', '웹카메라 : 전면', '품목 : 노트북', '두께 : 1.56cm', '조명 : LED백라이트', 'DCI-P3 : 지원', '입력장치 : 멀티제스처패드', '터치bar', '보안기능 : 지문인식']"
LG전자 울트라PC 15U370-LR20K,"700,000원","['화면크기 : 15인치(37~39cm)', '무게 : 1.65kg', '종류 : 펜티엄', '운영체제 : 윈도우10 홈', 'CPU : N4200', '칩셋 제조사 : 인텔', '코어종류 : 쿼드코어', '코드명 : 아폴로레이크', 'CPU속도 : 1.1GHz', '버스트 : 2.5GHz', '램 : 4GB', '메모리 타입 : DDR3L', '인텔 GPU : GMA HD 505', '그래픽 메모리 : 시스템 메모리 공유', '해상도 : 1920x1080(FHD)', '패널 : IPS패널(광시야각)', '화면비율 : 16대9', '특징 : 울트라북', 'bit유형 : 64', '무선랜 : 무선랜 802.11 ac(Wi-Fi5)', '유선랜 : 유선랜(100Mbps)', '영상출력 : HDMI', '단자 : USB3.0', 'USB2.0', 'microUSB', '부가기능 : 웹캠', '안면인식', 'SSD : 128GB', 'ODD : 광Drive없음', '배터리 타입 : 리튬폴리머', '저전력 : O', '품목 : 노트북', '두께 : 1.9cm', '조명 : LED백라이트', '부피 : 1807cc', '색상 : 실버', '입력장치 : 숫자키패드']"
LG전자 울트라기어 17U70P-FA76K,"1,994,050원","['화면크기 : 17인치(43~44cm)', '무게 : 1.95kg', '종류 : 코어i7 11세대', '운영체제 : 윈도우10 홈', 'CPU : 코어i7-1165G7', '칩셋 제조사 : 인텔', '코어종류 : 쿼드코어', '코드명 : 타이거레이크', 'CPU속도 : 2.8GHz', '터보부스트 : 4.7GHz', '램 : 8GB', '메모리 타입 : DDR4', 'NVIDIA GPU : 지포스 GTX1650 Ti', '그래픽 메모리 : 4GB', '해상도 : 2560x1600(WQXGA)', '패널 : IPS패널(광시야각)', '화면비율 : 16대10', '특징 : 게이밍(게임용)', 'bit유형 : 64', '무선랜 : 무선랜 802.11 ax(Wi-Fi6)', '블루투스 : 지원', '유선랜 : 유선랜있음', '영상출력 : HDMI', '썬더볼트4', '단자 : USB3.1', '카드 슬롯 : MicroSD카드', '부가기능 : 키보드라이트', '웹캠', 'USB-PD', 'SSD : 256GB', 'SSD 인터페이스 : NVMe', '배터리 타입 : 리튬이온', '배터리용량 : 80Wh', '웹카메라 : 전면', '스피커 : 스테레오스피커', '사운드 : DTS: X Ultra', '품목 : 노트북', '두께 : 1.99cm', '조명 : LED백라이트', '색상 : 다크실버', '입력장치 : 숫자키패드']"
